mascon_id,lat_center,lon_center,lon_center_0_360,lat_span_deg,lon_span_deg,area_km2,gsfc_location_code,gsfc_basin_code,country_of_center,frac_area_land,frac_area_arabian_peninsula,on_arabian_peninsula,leakage_2sigma_cm,leakage_trend_uncert_cm_per_yr,mean_noise_2sigma_cm,series_std_cm,signal_variance_cm2,noise_variance_cm2,variance_snr,n_months_observed
9131,32.0,51.3442623,51.3442623,1.0,1.1803279,12380.52,80,6004,Iran,1.0,0.0,False,2.061217747721215,-0.4103771630590142,1.9771964957768235,7.437516483415579,55.31665144107845,1.0115602789481437,53.68448355702407,254
9132,31.0,43.8311688,43.8311688,1.0,1.1688312,12393.06,80,6004,Iraq,1.0,0.0,False,1.17505537968115,-0.8348776715624862,1.5304623503287256,3.1713510712493482,10.057467617114389,0.6060903983933914,15.594005850900231,254
9133,31.0,45.0,45.0,1.0,1.1688312,12393.06,80,6004,Iraq,1.0,0.0,False,1.2675489476096167,-0.8011725041548512,1.565649713223625,3.4424714634021285,11.850609776337993,0.6342804255930033,17.68354957550296,254
9134,31.0,46.1688312,46.1688312,1.0,1.1688312,12393.06,80,6004,Iraq,1.0,0.0,False,1.3365589137293508,-0.6614316592022078,1.5661589834735665,3.9713173221582476,15.771361273274156,0.6346931267019438,23.848797961980285,254
9135,31.0,47.337662300000005,47.3376623,1.0,1.1688312,12393.06,80,6004,Iraq,1.0,0.0,False,1.614619902565573,-0.48338946354936113,1.610257455815936,4.901364250147025,24.02337151261931,0.6709385422537975,34.80562152819645,254
9136,31.0,48.506493500000005,48.5064935,1.0,1.1688312,12393.06,80,6004,Iran,0.9984857932090722,0.0,False,2.231559240844613,-0.30360986474278273,1.8870410160995346,6.149224251672076,37.81295889735201,0.9214139503499851,40.0379709174029,254
9137,30.0,44.56591639999999,44.5659164,1.0,1.1575563,12401.62,80,6004,Iraq,1.0,0.02423117963693995,False,1.1913646422063249,-0.879412787525878,1.5447036540829258,2.810865372519779,7.900964142430756,0.6174224989061641,11.796689716406894,254
9138,30.0,45.7234727,45.7234727,1.0,1.1575563,12401.62,80,6004,Iraq,1.0,0.0,False,1.1604017057660603,-0.9259770673097056,1.4988015019319025,3.2258974614630223,10.406414431873571,0.5812732570559992,16.902792370974378,254
9139,30.0,46.88102889999999,46.8810289,1.0,1.1575563,12401.62,80,6004,Iraq,1.0,0.21160636602013125,False,1.2450133541078023,-0.8286803727398864,1.4853026706856292,3.62917364743375,13.170901363227589,0.5708500287280793,22.07243706823296,254
9140,30.0,48.0385852,48.0385852,1.0,1.1575563,12401.62,80,6004,Kuwait,0.8096925121411043,0.33420807042248224,False,1.6059667866092417,-0.6011633629454117,1.6170854194642434,4.229180471605721,17.88596746141119,0.6766405579865886,25.43348414501293,254
9141,29.0,44.14012739999998,44.1401274,1.0,1.1464968,12406.28,80,6004,Saudi Arabia,1.0,0.9393654668947661,True,1.3786182786523093,-0.3633343661404854,1.5138467866600798,4.963558989275762,24.636917840020217,0.5930017158772497,40.5461156019994,254
9142,29.0,45.286624200000006,45.2866242,1.0,1.1464968,12406.28,80,6004,Saudi Arabia,1.0,0.6479991179305242,True,1.3657540160925699,-0.6195954820752947,1.4845103329712137,3.0933299566114614,9.568690220469865,0.5702411489701911,15.780076705706241,254
9143,29.0,46.433121,46.433121,1.0,1.1464968,12406.28,80,6004,Saudi Arabia,1.0,0.6879320591239189,True,1.3463496013839422,-0.7557827047611058,1.4550577032374536,2.6495843609972165,7.0202972860410275,0.5478384833142733,11.814538408419475,254
9144,28.0,44.858044199999995,44.8580442,1.0,1.1356467,12407.1,80,6004,Saudi Arabia,1.0,1.0,True,1.6047757475172117,0.10044179291318299,1.5569044613261949,8.253572746686041,68.12146308483857,0.6272144129754869,107.60953076902734,254
9152,32.0,37.18032790000001,37.1803279,1.0,1.1803279,12380.52,80,6005,Jordan,1.0,0.0652039512481855,False,1.5259002339486378,0.03298187628222912,1.751839148993154,8.19697626882536,67.19041995168611,0.7941098048245699,83.61099402560508,254
9153,32.0,38.360655699999995,38.3606557,1.0,1.1803279,12380.52,80,6005,Jordan,1.0,0.3455307005826029,False,1.4676250774238522,-0.07453122010450113,1.6508239697180729,7.573825801853762,57.362837276825786,0.7051696878898096,80.34614726347874,254
9154,31.0,36.81818179999999,36.8181818,1.0,1.1688312,12393.06,80,6005,Jordan,1.0,0.081322266905655,False,1.3827262486323642,0.48532139041972366,1.7574515123302428,11.351934967667011,128.86642751014102,0.7992061310821148,160.24304168645145,254
9155,31.0,37.98701299999999,37.987013,1.0,1.1688312,12393.06,80,6005,Saudi Arabia,1.0,0.8554131293517118,True,1.3514928088451477,0.4488660476985388,1.6367150084546618,11.357935439824933,129.0026974552312,0.6931675653889241,185.10607866923212,254
9156,31.0,39.15584419999999,39.1558442,1.0,1.1688312,12393.06,80,6005,Saudi Arabia,1.0,1.0,True,1.3457972411397896,0.22362737210739095,1.5275614114455496,9.815547957664148,96.34498170920483,0.6037949288320834,158.56573516701158,254
9157,30.0,36.463022499999994,36.4630225,1.0,1.1575563,12401.62,80,6005,Jordan,1.0,0.14419304529642143,False,1.513659577750327,0.653725198247269,1.8481847575409907,12.527066599909961,156.92739759857972,0.8838587622658525,176.54804760466712,254
