mascon_id,lat,lon,gsfc_trend_cm_yr,csr_trend_cm_yr,diff_cm_yr,gsfc_p,csr_p,r
9304,22.0,47.027027000000004,-0.6324794590793184,-0.6724515349043434,-0.039972075825025044,2.468297642714217e-65,4.6464843599170855e-65,0.8834901055897263
9305,22.0,48.10810810000001,-0.5909181276246371,-0.6699134017492318,-0.07899527412459462,1.7538198107446848e-53,4.812032250105864e-54,0.8677718269144131
9306,22.0,49.18918919999999,-0.47379196487986847,-0.6398912201277954,-0.16609925524792696,6.801111210616728e-35,2.1827146056195275e-40,0.8294066749510073
9307,22.0,50.27027029999999,-0.3312470055067852,-0.5825630976080768,-0.2513160921012916,1.3882918881494536e-21,1.7162555649597561e-40,0.7316434502693715
9308,22.0,51.3513514,-0.23374341905942883,-0.47595624303441497,-0.24221282397498614,3.194261338755573e-14,3.7338990188008726e-45,0.6364642036417405
9309,22.0,52.43243240000001,-0.20396069767055192,-0.36338494591229725,-0.15942424824174534,6.032476858954934e-13,1.512151484175685e-39,0.6039792335785347
9310,22.0,53.51351349999999,-0.23566142769239776,-0.2676616997989233,-0.032000272106525535,8.664375686340646e-17,6.299143396320679e-28,0.6679887462420326
9311,22.0,54.59459459999999,-0.29846913348863946,-0.1886823575467437,0.10978677594189576,1.418877891354828e-23,2.0591201498496783e-14,0.7614310433889062
9312,22.0,55.6756757,-0.3441470713417757,-0.14527148305116433,0.19887558829061136,1.7597568862268273e-27,1.902544453311102e-08,0.7470354925850942
9313,22.0,56.756756800000005,-0.3474639319520386,-0.10320319780316223,0.2442607341488764,1.3000508702249256e-24,0.0001312592025329454,0.6424736722604729
9314,22.0,57.83783779999999,-0.29726584582276255,-0.05702845811461299,0.24023738770814956,5.518956879627428e-18,0.04925648438836162,0.5293545172683718
9315,22.0,58.918918899999994,-0.19969421320202815,-0.013372000736242428,0.18632221246578573,1.8842023651163953e-09,0.677588444195309,0.4144036585241513
9316,22.0,60.0,-0.0797118215441884,-0.045851765385871254,0.03386005615831715,0.02429643225350107,0.02386796098173541,0.31832092147649155
9318,21.0,42.32142859999999,-0.20247288073387018,-0.34135992878421656,-0.13888704805034638,1.0602553574279115e-20,1.6041780667723558e-30,0.7331025996459943
9319,21.0,43.392857100000015,-0.3014193565185176,-0.43428931544091753,-0.13286995892239994,1.927730134097281e-33,6.575734121780909e-44,0.8317507280930448
9320,21.0,44.464285700000005,-0.43881160708550804,-0.5247278620345099,-0.0859162549490019,1.1184638773448406e-50,6.706691730378337e-49,0.8719941338661644
9321,21.0,45.535714299999995,-0.5708928309343333,-0.5869349410507381,-0.016042110116404773,6.742329562321468e-72,6.0125433901871806e-55,0.8880073691126772
9322,21.0,46.607142899999985,-0.6407872799092389,-0.6281207444739552,0.012666535435283732,2.0288630266801335e-88,4.807610174840876e-65,0.8735440183989565
9323,21.0,47.67857140000001,-0.6162772581472495,-0.6212047934274626,-0.004927535280213058,2.7273416410125764e-76,6.271159607279623e-63,0.8543383031687987
9324,21.0,48.75,-0.508549037019735,-0.5874416239171578,-0.07889258689742285,1.3159280532965223e-50,3.4447087652868934e-44,0.8260265095860161
9325,21.0,49.82142859999999,-0.354480688628138,-0.5309002084740427,-0.17641951984590476,3.109601695560503e-29,4.557212559819954e-35,0.7562652891563488
9326,21.0,50.892857100000015,-0.2292558960780407,-0.4459525195738651,-0.21669662349582441,1.5866951235675292e-15,4.800334764852425e-42,0.6224333092834913
9327,21.0,51.964285700000005,-0.17547782544443652,-0.3202138315836395,-0.14473600613920296,4.202314486468741e-12,5.065400655905908e-43,0.5499722650526602
9328,21.0,53.035714299999995,-0.18890546668131208,-0.22224810245434617,-0.03334263577303409,3.059197855164525e-14,2.7575442675782838e-27,0.5562034565875394
9329,21.0,54.107142899999985,-0.2577675743693918,-0.16708150223296717,0.09068607213642463,1.3496420962785074e-22,8.077200982429688e-14,0.6763159524773271
9330,21.0,55.17857140000001,-0.32922149311667936,-0.09953784466439641,0.22968364845228295,7.751893256537179e-30,2.4118823264960115e-05,0.6270522086634157
9331,21.0,56.25,-0.357982374116088,-0.0645492470833573,0.2934331270327307,1.3691951785427842e-29,0.010227045374024015,0.531655001262944
9332,21.0,57.32142859999999,-0.32519473768064006,-0.020023137990807884,0.30517159968983215,5.268314517683403e-22,0.4665488606903155,0.41058093825623404
