HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER,SORT,basin_idx,n_mascons,grid_cells,tws_trend_mm_yr,tws_p,gws_trend_mm_yr,gws_p,gws_coverage,ice_fraction,gws_model_spread_mm_yr,first_year,last_year,n_months_first_year,n_months_last_year,tws_first_year_mm,tws_last_year_mm,tws_endpoint_change_mm,gws_first_year_mm,gws_last_year_mm,gws_endpoint_change_mm,span_years,tws_trend_implied_change_mm,gws_trend_implied_change_mm
1030000010,0,1030000010,1030000010,0.0,0.0,236343.2,236343.2,111,0,1,0,1,0,29.0,29.0,6.432038346724667,3.5492487133778714e-14,6.336760457689168,6.545173995584943e-10,1.0,0.0,1.6234669905328456,2018.0,2026.0,5.0,3.0,-18.619312607274214,17.420019382475957,36.03933198975017,-14.635771405276916,19.770391724256854,34.406163129533766,7.75,49.836190338756495,49.09796603767378
1030003990,0,1030003990,1030003990,0.0,0.0,519027.5,519027.5,112,0,1,0,2,1,65.0,65.0,4.492524932743003,0.031180370927452357,4.84490778365266,0.0015644059451162412,0.9235856345598332,0.0,2.421797564960506,2018.0,2026.0,5.0,3.0,-6.190107213581882,4.072349354200491,10.262456567782372,-7.419220281099285,12.420937886112347,19.840158167211634,7.75,34.80861207299849,37.53891588702814
1030008100,0,1030008100,1030008100,0.0,0.0,797881.4,797881.4,114,0,0,1,3,2,83.0,83.0,12.892080596431107,0.05333613881767661,14.572360884519016,0.00039436643027907533,0.974111658457536,0.0,4.270448714004079,2018.0,2026.0,5.0,3.0,-32.75866864219565,32.474822703609625,65.23349134580528,-44.80328856296431,47.33831776465416,92.14160632761846,7.75,99.8893582146476,112.90836770209121
1030008110,0,1030008110,1030008110,0.0,0.0,1040194.7,1040194.7,117,0,1,0,4,3,110.0,110.0,18.687128988819342,0.18075744906218694,19.84543703005548,0.1062660924950966,0.9431410397924516,0.0,3.018074482857134,2018.0,2026.0,5.0,3.0,-52.626047645907285,61.05783467754849,113.68388232345578,-60.72238806009193,45.714493727917365,106.43688178800929,7.75,144.79007539591717,153.76478246422178
1030011530,0,1030011530,1030011530,0.0,0.0,4421.4,4421.4,121,0,1,0,5,4,2.0,2.0,1.0583255617266625,0.9000855235463395,0.961354116410756,0.8703914231185442,0.8651113171742143,0.0,1.3713846498778395,2018.0,2026.0,5.0,3.0,5.253836904567939,65.8208769334859,60.567040028917965,7.677112214902451,32.71952424042577,25.04241202552332,7.75,8.200031046369487,7.448684871847884
1030011660,0,1030011660,1030011660,0.0,0.0,1378103.3,1378121.1,122,0,0,1,6,5,146.0,146.0,-11.284017441166183,0.5339215621439242,-5.282627315566813,0.7930177450272621,0.9813678532327866,0.0,11.229503366307576,2018.0,2026.0,5.0,3.0,72.80277613706154,7.548645476911105,-65.25413066015044,38.461962258943274,-29.693547905777354,-68.15551016472062,7.75,-87.42989557426502,-40.9304183519619
1030011670,0,1030011670,1030011670,0.0,0.0,245186.1,245186.1,123,0,1,0,7,6,36.0,36.0,1.0018347723939875,0.893394680448284,0.3077487271657766,0.915280172884402,0.8413330111115329,0.0,8.339815507744435,2018.0,2026.0,5.0,3.0,55.09758027942091,76.49295488446525,21.39537460504434,36.53241356899826,-12.944187439134415,-49.476601008132675,7.75,7.762333760095784,2.3844733685945183
1030012590,0,1030012590,1030012590,0.0,0.0,412581.2,412581.2,124,0,0,1,8,7,47.0,47.0,17.02751035922877,0.06352629258650443,14.412875905088793,0.024804882974530137,0.9882897447412788,0.0,5.914846477654934,2018.0,2026.0,5.0,3.0,-6.225090773479163,130.80775227307868,137.03284304655784,-3.7824387058066704,73.08698675960828,76.86942546541495,7.75,131.93115487095804,111.67265930568456
1030012600,0,1030012600,1030012600,0.0,0.0,403562.0,403562.0,125,0,1,0,9,8,51.0,51.0,12.39528958928579,0.00020280083964507623,5.52967968485068,0.001901000001217759,0.8431455155428269,0.0,9.926564592589507,2018.0,2026.0,5.0,3.0,-16.625307131814935,42.91127873941979,59.53658587123473,1.4962475307860672,28.785568813595322,27.289321282809254,7.75,96.04016300528073,42.84460919405181
1030015030,0,1030015030,1030015030,0.0,0.0,111328.1,111328.1,126,0,1,0,10,9,19.0,19.0,8.800167899339636,4.2202152465532914e-11,2.2432001786215774,0.04885623657160734,0.866688126330874,0.0,10.840775684190987,2018.0,2026.0,5.0,3.0,-27.559924198242907,30.76952321734795,58.329447415590856,-8.848061116078544,20.045842476134084,28.893903592212627,7.75,68.18473690658773,17.380579070497095
