HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER,SORT,basin_idx,n_mascons,grid_cells,tws_trend_mm_yr,tws_p,gws_trend_mm_yr,gws_p,gws_coverage,ice_fraction,gws_model_spread_mm_yr,first_year,last_year,n_months_first_year,n_months_last_year,tws_first_year_mm,tws_last_year_mm,tws_endpoint_change_mm,gws_first_year_mm,gws_last_year_mm,gws_endpoint_change_mm,span_years,tws_trend_implied_change_mm,gws_trend_implied_change_mm
1041115400,1041139500,1040008100,1040008100,301.1,301.1,31003.9,221362.6,1147,0,0,1,16,15,10.0,10.0,9.90872324522013,0.04998363015955175,11.9016795680046,2.425488917127544e-05,0.9132507925843962,0.0,3.4544228792301603,2018.0,2026.0,5.0,3.0,-12.724416232127407,19.22362228872039,31.948038520847795,-19.692030307222815,36.52342279773851,56.21545310496133,7.75,76.77395423401224,92.2156144488789
1041115240,1041139500,1040008100,1040008100,301.3,301.3,52926.1,52927.1,1146,0,0,2,17,16,10.0,10.0,10.446343054625123,0.05382492070294113,12.402123754373005,1.8896391412540583e-05,0.9766728991640299,0.0,3.3097492259226717,2018.0,2026.0,5.0,3.0,-12.373599688763079,22.865089848948628,35.23868953771171,-23.579879579456495,43.96893649564208,67.54881607509859,7.75,80.9394958099633,96.09311492094622
1041014470,1041115400,1040008100,1040008100,974.0,974.0,45571.4,45572.2,1148,0,0,2,18,17,13.0,13.0,9.666301522008194,0.004047019177141299,11.212871812929812,3.503752852398257e-07,1.0,0.0,2.9403660055114273,2018.0,2026.0,5.0,3.0,-24.51520550794321,25.743411075513176,50.25861658345639,-24.53641586755545,37.608300429692584,62.14471629724804,7.75,74.89564218284241,86.8786508708867
1041014460,1041115400,1040008100,1040008100,974.1,974.1,144786.4,144786.4,1149,0,0,1,19,18,22.0,22.0,13.337006604912254,0.0010637678410339026,16.17266032322298,3.472432299126439e-08,1.0,0.0,4.477052859628424,2018.0,2026.0,5.0,3.0,-40.77410348837097,36.9557957406027,77.72989922897366,-46.687591895361656,47.47188280477412,94.15947470013577,7.75,103.3366973084235,125.30767615255589
1040008110,0,1040008110,1040008110,0.0,0.0,49488.3,49488.3,1171,0,1,0,20,19,9.0,9.0,8.68373839658276,0.17998114727640144,8.202093933168491,0.08129792194897838,0.8987139565227784,0.0,4.037927522742354,2018.0,2026.0,5.0,3.0,0.8540489340367714,37.74821752974953,36.89416859571276,-14.749836535114202,50.169762194377704,64.91959872949191,7.75,67.28262741226341,63.55078940689071
1040008470,0,1040008470,1040008470,0.0,0.0,95248.8,95248.8,1172,0,0,1,21,20,16.0,16.0,7.0712108125388236,0.43811439942711783,6.004514492919206,0.27617042645312656,0.9987038299020491,0.0,5.763597345615796,2018.0,2026.0,5.0,3.0,-7.8343072113158,-3.6095382829931566,4.224768928322644,-15.692445576868678,4.2458399431552705,19.93828552002395,7.75,54.78857385211464,46.52368518812143
1040008480,0,1040008480,1040008480,0.0,0.0,211436.0,211436.0,1173,0,1,0,22,21,31.0,31.0,14.36922854732968,0.48307999282352154,16.514428405256513,0.3079995633258931,0.9359083442350573,0.0,3.4846970542536466,2018.0,2026.0,5.0,3.0,-51.16258697657392,28.24458331131849,79.40717028789241,-67.22179633409617,30.390833357106075,97.61262969120224,7.75,111.33447443926899,127.95573548768223
1040009450,0,1040009450,1040009450,0.0,0.0,204075.8,204075.8,1174,0,0,1,23,22,29.0,29.0,34.665563878786806,0.25779665879592983,37.21434200922278,0.18509301041478304,1.0,0.0,3.707798915444276,2018.0,2026.0,5.0,3.0,-102.27726664228193,73.9855954957285,176.26286213801043,-105.02715072016954,67.67495777332076,172.7021084934903,7.75,268.59287002591833,288.3411030420273
1040009460,0,1040009460,1040009460,0.0,0.0,56548.9,56548.9,1175,0,1,0,24,23,10.0,10.0,39.87888316473079,0.028869324422475296,41.0722507292977,0.0015456231500406738,0.9321004196952329,0.0,1.1536607518765287,2018.0,2026.0,5.0,3.0,-108.3227414133502,113.84994517253494,222.17268658588515,-105.01358617627959,125.76084529940105,230.77443147568064,7.75,308.9862816048956,318.2326339874401
1040010030,0,1040010030,1040010030,0.0,0.0,155318.3,155318.3,1176,0,0,1,25,24,20.0,20.0,16.745379976848376,0.014188367916753528,17.204134605067374,0.05024122649971111,0.9882119997649641,0.0,1.4105320819225342,2018.0,2026.0,5.0,3.0,-41.92571497918668,64.73092694911558,106.65664192830226,-48.29745387666219,33.95651488563172,82.25396876229391,7.75,129.7451754537465,133.29966032126126
1040010040,0,1040010040,1040010040,0.0,0.0,56638.4,56638.4,1177,0,1,0,26,25,11.0,11.0,21.83382884992274,3.1220046242276826e-06,19.990507318982665,0.0004822348450143045,0.8837865795524468,0.0,2.2171679045378494,2018.0,2026.0,5.0,3.0,-66.49562005652204,79.66589491907904,146.16151497560108,-68.92742276968383,44.306434178569525,113.23385694825336,7.75,169.171076373118,154.88880414160423
1040010590,0,1040010590,1040010590,0.0,0.0,61392.1,61392.7,1178,0,0,1,27,26,13.0,13.0,14.06883061463821,0.0026276385630129816,14.163092362004594,0.0005702261005625426,1.0,0.0,2.313292133995388,2018.0,2026.0,5.0,3.0,-39.76379984215082,84.27551232709511,124.03931216924593,-50.65518449441997,37.57853315073577,88.23371764515574,7.75,109.00695589165267,109.73730700745517
1040010600,0,1040010600,1040010600,0.0,0.0,141264.7,141264.7,1179,0,1,0,28,27,21.0,21.0,8.663873143728583,0.18049816310986885,8.278732169022067,0.05776153568289852,0.7991664579310237,0.0,2.006342784649318,2018.0,2026.0,5.0,3.0,-24.172959469295954,98.14995464098206,122.32291411027802,-26.742021403706975,50.061621640109216,76.8036430438162,7.75,67.12870909446103,64.14459148071855
