HYBAS_ID,glacier_fraction
1040000010,0.0
1040003990,0.0
1040006850,0.0
1040006860,0.0
1040007000,0.0
1040007010,0.0
1040007060,0.0
1040007070,0.0
1040007260,0.0
1040007270,0.0
1040008100,0.0
1041144990,0.0
1041145090,0.0
1041139500,0.0
1041139430,0.0
1041115400,0.0
1041115240,0.0
1041014470,0.0
1041014460,0.0
1040008110,0.0
1040008470,0.0
1040008480,0.0
1040009450,0.0
1040009460,0.0
1040010030,0.0
1040010040,0.0
1040010590,0.0
1040010600,0.0
1040011530,0.0
1040011660,0.0
1041472390,0.0
1041472430,0.0
1041431680,0.0
1041431480,0.0
1041438780,0.0
1041438860,0.0
1041473950,0.0
1041473880,0.0
1040011670,0.0
1040012590,0.0
1041584690,0.0
1041584780,0.0
1041576130,0.0
1041576090,0.0
1041548260,0.0
1041548220,0.0
1041548760,0.0
1041548750,0.0
1040012600,0.0
1040012680,0.0
1040012690,0.0
1040012810,0.0
1040012820,0.0
1040014490,0.0
1040014500,0.0
1040014920,0.0
1040014930,0.0
1040015030,0.0
1040015850,0.0
1041620260,0.0
1041620200,0.0
1041624310,0.0
1041624330,0.0
1041626200,0.0
1041626210,0.0
1041629430,0.0
1041629370,0.0
1040015860,0.0
1040018110,0.0
1040018120,0.0
1040018130,0.0
1040019180,0.0
1040019190,0.0
1040019270,0.0
1040019280,0.0
1040019420,0.0
1040019430,0.0
1040020040,0.0
1041213630,0.0
1041213640,0.0
1041174950,0.0
1041174960,0.0
1041156960,0.0
1041156950,0.0
1041259940,0.0
1041259950,0.0
1040020050,0.0
1040020240,0.0
1040020250,0.0
1040020570,0.0
1040020580,0.0
1040021500,0.0
1040021510,0.0
1040021910,0.0
1040021920,0.0
1040021940,0.0
1040022420,0.0
1040909890,0.0
1040909900,0.0
1040760290,0.0
1040760280,0.0
1040722720,0.0
1040722570,0.0
1040641670,0.0
1040641660,0.0
1040022430,0.0
1040023300,0.0
1040915980,0.0
1040915990,0.0
1040873650,0.0
1040873640,0.0
1040786860,0.0
1040786690,0.0
1040709030,0.0
1040709280,0.0
1040023310,0.0
1040023890,0.0
1040023900,0.0
1040023950,0.0
1040023960,0.0
1040024070,0.0
1040024080,0.0
1040026800,0.0
1040026820,0.0
1040027410,0.0
1040571730,0.0
1040571900,0.0
1040633360,0.0
1040633540,0.0
1040644790,0.0
1040644920,0.0
1040667360,0.0
1040667560,0.0
1040027420,0.0
1040027430,0.0
1040028700,0.0
1040028710,0.0
1040028960,0.0
1040028970,0.0
1040029430,0.0
1040029440,0.0
1040029700,0.0
1040029710,0.0
1040029810,0.0
