time,gsfc_tws,gsfc_minus_res,csr_tws,gsfc_tws_nl,gsfc_minus_res_nl,csr_tws_nl
2012-11-01,-68.34261051211877,-64.9644627847503,-41.06993774271248,-53.68317673634958,-35.21557590347361,-49.60114873198892
2012-12-01,-66.83878266797437,-62.557993762656615,-42.9813644176671,-49.412530974938676,-26.39697715510281,-37.90847691270782
2013-01-01,-69.39281034021957,-62.84700100389517,-55.097943027895354,-50.54917081533776,-26.807106547043745,-54.49230197339183
2013-02-01,-67.41454178298595,-59.07089446760614,-80.96512818609993,-44.19402246126604,-21.338083376653223,-73.10100271968389
2013-03-01,,,,,,
2013-04-01,-93.4505504337731,-82.55199050346052,-65.91090359773206,-75.0963359364631,-47.13651175397254,-52.41522245648448
2013-05-01,-70.71678400047361,-58.698475576569976,-68.62910249210223,-47.096802258371795,-18.501192554023344,-54.08080857049246
2013-06-01,-63.26135493802658,-51.32513006198181,-67.28960875756766,-39.4879675022396,-11.257103761084466,-56.232206185495635
2013-07-01,-58.86379271796935,-48.89167443627283,-57.18356916095011,-43.948392134219894,-15.352588991498065,-55.18079711543449
2013-08-01,,,,,,
2013-09-01,,,,,,
2013-10-01,4.655914740438617,2.7575378419748544,25.416418573934173,29.388360035752843,40.071779539474115,19.87709004331078
2013-11-01,16.797140580824102,14.87683432063585,18.75714889131193,42.62378011628547,53.06626212613408,10.173767579805052
2013-12-01,23.091099935187422,21.18310286263841,14.19805421400417,44.84437783597373,53.80887783749011,12.266018761359017
2014-01-01,27.447835249685088,24.45873883363338,14.451139206862681,48.9596072356473,55.763971541026734,12.351615448511348
2014-02-01,,,,,,
2014-03-01,12.29062946015774,12.4928487297231,1.1202126486514767,59.23154232424423,64.7836929900866,13.012653131321242
2014-04-01,-18.833350067389887,-18.564047993174075,-33.752673537831534,11.318807745178452,17.215594093552806,-15.440358571754196
2014-05-01,-25.631974202842137,-22.768644253987745,-38.83135094170228,11.566638667570844,20.01914316687863,-25.29584629402305
2014-06-01,-43.093470466278475,-40.92558442353018,-45.20668855802624,-20.884851800494378,-10.160829365793376,-41.83272842678109
2014-07-01,,,,,,
2014-08-01,-41.86866834771029,-42.185886475117265,-28.91021965316521,-21.590228165665444,-9.546662664869526,-21.873060639969758
2014-09-01,-14.531477793847086,-16.83181765040631,15.05598668701862,-3.374337741804448,7.673446854375638,16.141352640801163
2014-10-01,6.053723871126567,2.513930307250257,5.977775683456314,25.64768254001316,31.39514101710066,7.659651992678721
2014-11-01,-2.5305788331802286,-6.022528668663368,9.179820353267761,26.338447220060594,30.302052048375675,12.259067489078403
2014-12-01,,,,,,
2015-01-01,31.67337617091303,29.569169443565052,33.761207796201646,83.32294402470723,83.95162423130644,37.889044469414834
2015-02-01,16.209214588445654,15.396638589818648,23.59705633632537,80.6797272290875,79.80279049533716,33.67903519047489
2015-03-01,38.18598250944208,35.741910286218136,35.60378412483781,82.6236957327624,80.4232498402665,48.404992902591495
2015-04-01,46.585868664175585,43.99923972951083,30.29974334778596,80.92001023154975,74.96461401416988,56.40628214189657
2015-05-01,45.67079536616572,44.17339209890941,,85.62772144789056,80.8765633428892,
2015-06-01,,,,,,
2015-07-01,21.390947795969826,17.823010294757797,49.68476918994465,46.398293372576276,45.85770078455743,63.68600776099486
2015-08-01,-41.518720657918216,-44.58379555734703,-10.715521346324229,-16.423659556220677,-14.036361917540221,-5.801581004107361
2015-09-01,-41.48087864271885,-45.503496691632044,-3.5523559460366494,-15.356392428912084,-12.25849188717231,-0.9070389874710391
2015-10-01,,,,,,
2015-11-01,,,,,,
2015-12-01,25.36597316475186,21.881362968883618,22.0073750744157,45.55143173295222,47.53779630664209,14.05797313908428
2016-01-01,23.67313514753557,21.981495394578626,12.108574097136012,51.68996506603252,53.9160461566316,6.0850448314015235
2016-02-01,5.073372988191087,4.162456755275323,-1.4443130776437314,36.67831885897604,39.60488125042431,4.16670361120597
2016-03-01,1.8802590780656692,2.0307014853757295,5.248914277085051,32.60013699876019,36.19891482829648,12.781344168990088
2016-04-01,,,,,,
2016-05-01,-40.13467973954906,-36.491569708224624,-21.05667075835849,-8.420428289681231,0.7974443964699764,-10.21021455515194
2016-06-01,-42.781202910352455,-39.78896408033458,-13.31075930312772,-22.618698152278906,-13.294899856260825,-8.022949233674856
2016-07-01,-60.95111638607945,-59.16619955287831,-23.456887821250714,-41.021703380154236,-29.661057289896696,-20.40388647854045
2016-08-01,-12.928435749135497,-11.97298810234791,-2.35683053705038,8.055252802900302,21.095508790194256,-4.9390826794224045
2016-09-01,,,,,,
2016-10-01,,,,,,
2016-11-01,-22.254499316007955,-24.8497842967796,14.647035821785808,1.631525239341993,10.517679938546621,3.5957363820882966
2016-12-01,24.834589156386723,23.63453404757633,3.4965553435922754,55.97829590383009,63.769554341435494,-2.7131492327519675
2017-01-01,3.877814494882181,4.5315999213419325,18.993271584586935,37.030082359840094,46.280902746410135,16.89529556797175
2017-02-01,,,,,,
2017-03-01,-39.975500849603094,-38.525017413572755,-4.917318724792146,-9.149341758997032,0.175814460169492,2.001260199248606
2017-04-01,-28.56810450724782,-24.84730225429616,-39.3321178572613,3.091959939051182,13.68288653910073,-30.021348759090966
2017-05-01,-50.79450297053358,-45.081490807429375,-29.191998289656254,-22.124745699720062,-9.445101427954542,-17.86089285792345
2017-06-01,-78.15386371299392,-73.98301608702108,-56.889568699205654,-58.10849722985085,-44.734452894933426,-55.72070892995389
2017-07-01,,,,,,
2017-08-01,,,,,,
2017-09-01,,,,,,
2017-10-01,,,,,,
2017-11-01,,,,,,
2017-12-01,,,,,,
2018-01-01,,,,,,
2018-02-01,,,,,,
2018-03-01,,,,,,
2018-04-01,,,,,,
2018-05-01,,,,,,
2018-06-01,-75.76359516355693,-70.0335233560775,-47.69572873433678,-46.80096672710712,-28.429119901351847,-38.28189814249196
2018-07-01,-54.298633966057444,-49.35776645256287,-12.148903249767253,-26.206171225249737,-7.973205774289225,-9.163028736801477
2018-08-01,,,,,,
2018-09-01,,,,,,
2018-10-01,4.746156595695224,6.8151619203436296,28.56811154922465,34.39693690329242,44.95991175365197,19.500923272519554
2018-11-01,-0.0032782083803544046,0.9973866931744414,25.519972925156438,33.99123837837026,43.61874139707994,17.372667714871465
2018-12-01,-5.0697668721477855,-3.3663802277001236,5.049848573002034,26.481420113894558,35.07659487383592,-1.0322998347069101
2019-01-01,11.644935213347395,14.816532137551269,22.695168540952043,50.3157667688742,60.17429858559674,17.36805979459498
2019-02-01,18.152726048054507,21.98739859481941,15.803247896611285,52.50976196820233,63.21817774554034,15.786993688965934
2019-03-01,-3.343398500105367,0.833355687534253,-1.4367035915869466,34.43422360781685,45.474788752089964,3.084925151187401
2019-04-01,-48.77668233365732,-42.90527480568307,-34.25875539705679,-14.319927149884368,-2.626699593548757,-20.39750483275351
2019-05-01,-59.61967837896825,-50.83973891462055,-25.954255354791545,-23.924817326269817,-10.627758360631816,-18.928952227716067
2019-06-01,-58.16518663956695,-48.955067210872514,-40.890247658860225,-19.228949014874377,-4.086342410245359,-33.079276270239355
2019-07-01,-57.64725880152302,-49.89012721716278,-39.8495104474722,-24.22777059394539,-7.97370108668794,-40.594996310983376
2019-08-01,-87.64121844225201,-80.4379237474018,-72.46292514967813,-54.16057787440614,-35.97861742721995,-66.4397602816811
2019-09-01,-64.61768471424334,-59.03655233228499,-50.965228011274114,-28.882533181189938,-16.25710547134987,-47.127857092778285
2019-10-01,-73.8637372364265,-68.36097969630575,-28.99662934283226,-41.868517733977306,-28.305202072365233,-27.54584961770085
2019-11-01,-55.267001553381476,-50.03119278053329,-21.38411199506538,-17.410210434346993,-2.8944748151512214,-25.462198659355096
2019-12-01,-38.96496674177602,-33.57144855512393,-22.390291419781157,0.596548616183161,15.218562330241578,-23.941065519425194
2020-01-01,-29.886019351864835,-23.674426323592776,-49.94512653105866,11.303552650736439,27.156068101840813,-52.059897830723024
2020-02-01,-31.52929176673646,-24.767922242181957,-23.302981847246354,7.7723319242520414,25.674106299729747,-21.328177639482973
2020-03-01,-64.99221720821131,-57.0758124416003,-47.9821878212007,-27.578764830406943,-9.204849704147147,-40.47273535646979
2020-04-01,-79.5059885519579,-70.04557836817753,-85.05658868311392,-39.024636429879244,-18.574886510986854,-88.64246814497433
2020-05-01,-64.05824820515481,-53.24208115221992,-52.020527812646655,-26.722263849781985,-4.966207518856306,-36.84017129035918
2020-06-01,-40.57282832836177,-30.199517356424966,-51.77266408615751,-5.630062436945748,15.068508653934753,-38.844499649604444
2020-07-01,-61.69780682112181,-51.427255943547664,-40.122916564863644,-28.298625773037603,-6.763927884285251,-33.36543314442605
2020-08-01,-53.17904203928665,-45.157869513193596,-34.71209368976496,-17.919502217834932,-4.166612037860642,-17.906099623310624
2020-09-01,-55.78451554343255,-47.90653961158648,-9.53917343478471,-22.801984904161277,-9.252099275717905,-9.27746154989858
2020-10-01,-50.03086862887185,-42.759033578438235,-11.383154323261277,-12.871385080787022,-1.1263468834286094,-9.598911508712971
2020-11-01,-27.949350587776962,-20.2339829557753,-41.17152047571336,15.183157071184247,27.581496867413286,-27.586338294771092
2020-12-01,-52.55812213092992,-44.33134134921616,-87.44749745040788,-5.521650113295379,7.5623991029008035,-81.87249950131077
2021-01-01,-57.463015265031984,-48.288942884130975,-80.63989076998729,-8.38571354416038,6.044337872604656,-78.51979838655197
