,tws,reservoir,soil_moisture,groundwater,tws_minus_reservoir_only
2024-05-01,-41.697352622293586,-18.51472888454729,-25.468471770629755,2.2858480328834694,-23.182623737746287
2024-06-01,-42.258083919806225,-16.629620330052745,22.46856880196574,-48.09703239171922,-25.628463589753483
2024-07-01,-1.1645374476010246,-2.7742711017586745,50.14930346107126,-48.53956980691361,1.6097336541576488
2024-08-01,-13.344533898224029,-2.7271191880175354,21.00999979005789,-31.62741450026439,-10.61741471020649
2024-09-01,-29.637598394861858,-3.5694691606890094,27.7756819981648,-53.84381123233765,-26.06812923417285
2024-10-01,-39.868468580639544,-3.8460491038840354,-3.5557776913019605,-32.46664178545357,-36.022419476755516
2024-11-01,-18.61041558844661,-2.7678519489460336,-6.778741997971161,-9.063821641529415,-15.842563639500574
2024-12-01,-22.551790383091845,-2.6135195109722362,-7.438822986414858,-12.499447885704756,-19.938270872119613
2025-01-01,-39.41371175193455,-2.7193466648240565,-10.071017348338705,-26.623347738771795,-36.694365087110505
2025-02-01,-58.08731086557134,-4.322437172611911,-10.862352866516996,-42.902520826442434,-53.764873692959426
2025-03-01,-58.26502580584041,-5.242959292280682,-15.274746033303225,-37.74732048025648,-53.02206651355973
2025-04-01,-12.615867440398421,-3.0737008862995583,-13.95078145536655,4.408614901267688,-9.542166554098861
