time,tws_mm,tws_minus_res_mm,reservoir_mm,tws_mm_nlweighted,tws_minus_res_mm_nlweighted,reservoir_mm_nlweighted,tws_mm_paired,tws_mm_nlweighted_paired
2013-01-01,-69.39281034021955,-62.84700100389517,-6.615868970784001,-50.54917081533776,-26.80710654704375,-23.742064268294016,-69.39281034021955,-50.54917081533776
2013-02-01,-67.41454178298592,-59.07089446760614,-7.159690245626857,-44.19402246126602,-21.338083376653227,-22.855939084612803,-67.41454178298592,-44.19402246126602
2013-03-01,,,-7.894938433011118,,,-23.795281024520932,,
2013-04-01,-93.45055043377307,-82.55199050346052,-10.898559930312581,-75.09633593646312,-47.13651175397255,-27.959824182490586,-93.45055043377307,-75.09633593646312
2013-05-01,-70.71678400047361,-58.698475576569976,-12.018308423903667,-47.0968022583718,-18.501192554023348,-28.595609704348455,-70.71678400047361,-47.0968022583718
2013-06-01,-63.26135493802656,-51.32513006198181,-11.936224876044776,-39.4879675022396,-11.257103761084473,-28.230863741155133,-63.26135493802656,-39.4879675022396
2013-07-01,-58.86379271796933,-48.89167443627283,-10.88395279713357,-43.9483921342199,-15.352588991498065,-28.595803142721838,-58.86379271796933,-43.9483921342199
2013-08-01,,,-10.226681344836361,,,-29.50827805687211,,
2013-09-01,,,-8.745814177049585,,,-28.813867448122064,,
2013-10-01,4.655914740438619,2.7575378419748544,-1.4546714167880823,29.38836003575284,40.071779539474115,-10.683419503721273,4.655914740438619,29.38836003575284
2013-11-01,16.79714058082409,14.87683432063585,-0.5747699818838946,42.62378011628547,53.06626212613406,-10.4424820098486,16.79714058082409,42.62378011628547
2013-12-01,23.091099935187408,21.18310286263841,-0.025674313576127913,44.844377835973724,53.808877837490094,-8.964500001516372,23.091099935187408,44.844377835973724
2014-01-01,27.447835249685085,24.45873883363338,0.518655084308849,48.95960723564729,55.76397154102673,-6.804364305379429,27.447835249685085,48.95960723564729
2014-02-01,,,0.634106847719861,,,-6.024150837969617,,
2014-03-01,12.290629460157735,12.4928487297231,0.6587503989762907,59.23154232424422,64.78369299008659,-5.55215066584238,12.290629460157735,59.23154232424422
2014-04-01,-18.833350067389873,-18.564047993174075,0.1661247299336478,11.318807745178452,17.215594093552795,-5.896786348374345,-18.833350067389873,11.318807745178452
2014-05-01,-25.631974202842116,-22.768644253987745,-1.4529756533035576,11.56663866757084,20.01914316687862,-8.452504499307778,-25.631974202842116,11.56663866757084
2014-06-01,-43.09347046627846,-40.92558442353018,-2.514797599512913,-20.884851800494374,-10.160829365793377,-10.724022434701002,-43.09347046627846,-20.884851800494374
2014-07-01,,,-1.8331355704667038,,,-10.671278820733939,,
2014-08-01,-41.86866834771028,-42.185886475117265,-2.4472603317769948,-21.59022816566544,-9.54666266486953,-12.043565500795909,-41.86866834771028,-21.59022816566544
2014-09-01,-14.531477793847069,-16.83181765040631,-1.657516250550406,-3.374337741804447,7.673446854375635,-11.047784596180085,-14.531477793847069,-3.374337741804447
2014-10-01,6.053723871126572,2.513930307250257,0.13260631729228572,25.647682540013157,31.395141017100663,-5.747458477087502,6.053723871126572,25.647682540013157
2014-11-01,-2.530578833180235,-6.022528668663368,0.990298922265761,26.33844722006059,30.302052048375664,-3.963604828315073,-2.530578833180235,26.33844722006059
2014-12-01,,,1.6651146760184186,,,-2.054324174460917,,
2015-01-01,31.67337617091302,29.569169443565052,1.816010868218817,83.32294402470718,83.95162423130644,-0.6286802065992259,31.67337617091302,83.32294402470718
2015-02-01,16.20921458844564,15.396638589818648,1.9878704243776992,80.6797272290875,79.80279049533715,0.876936733750352,16.20921458844564,80.6797272290875
