month,dSdt_mm_per_yr,dSdt_mm_per_yr_13mo
2009-11-01,84.7422847448347,2.157975746777114
2009-12-01,206.83610195637561,43.97637492504345
2010-01-01,42.796267448760545,81.93035855612183
2010-02-01,-220.52058425696077,87.96288425816573
2010-03-01,-283.3602416366118,76.2586465093864
2010-04-01,-27.09593574777923,30.204234938215425
2010-05-01,-20.23159977734756,10.628446926493286
2010-06-01,489.3412518050461,-11.830732608447931
2010-07-01,383.7041502358093,-31.40755460841527
2010-08-01,-137.1494912977726,-32.28899153535019
2010-09-01,-52.82918671628642,-30.776413301663784
2010-10-01,-172.14095768853653,-15.28778305282976
2010-11-01,-155.92224902511865,-21.860377977496587
2010-12-01,-207.22704920940112,-23.997417346941596
2011-02-01,-47.66258404319981,-58.239541061615064
2011-03-01,31.337587398606598,-78.85102752404107
2011-04-01,-200.85706721903748,-66.0045978338003
2011-05-01,-82.00804840176951,-67.68685338746374
2011-07-01,-112.539669768448,-49.027556553468045
2011-08-01,-48.0131115801327,-27.93750444302323
2011-09-01,44.19364351429097,-21.339695469690547
2011-10-01,115.75482622427117,-29.830297864516744
2011-11-01,29.854094675357544,-36.65922317635871
2011-12-01,-74.69850891391114,-12.13841601773075
2012-01-01,70.42990115340749,4.879716618789971
2012-02-01,118.24842841066396,12.041780905608356
2012-03-01,-121.45553255607622,11.231327106667427
2012-04-01,-158.04041517594035,9.324248482555818
2012-06-01,-57.43844165533898,2.8636980481489736
2012-07-01,117.91342584312596,-6.692570012296378
2012-08-01,139.2276758729999,-1.8427610602481694
2012-09-01,-19.43283403980899,10.604879195259144
2012-11-01,-58.54901096636479,2.958980916313343
2012-12-01,19.40162140084006,19.4206429433642
2013-01-01,31.767670576982194,34.87412339186517
2013-02-01,-94.37739011043203,43.73448689142277
2013-04-01,-11.650992537284425,23.76152549516824
2013-05-01,232.24922447500256,-9.268303495831686
2013-06-01,18.85175078436854,-23.373452401333118
2013-11-01,92.5460737955849,-28.995556583552176
2013-12-01,42.85483065457231,-25.309272189336234
2014-01-01,57.74628383890985,-5.995502983720598
2014-03-01,-141.73507230818294,14.949787689744168
2014-04-01,-290.16010100999915,32.3812527807476
2014-05-01,-202.79976981132762,31.29374060498416
2014-06-01,-131.63636533521253,29.472923144600443
2014-08-01,67.32331852564732,22.476740358435634
2014-09-01,282.84667024998544,20.975992979852442
2014-10-01,177.91138864460993,6.32420832605771
2014-11-01,214.95805364576017,-9.822634378647836
2015-01-01,218.11156619007784,-15.94638321519724
2015-02-01,-4.818876200619738,-5.050181005065792
2015-03-01,1.5956975754424092,-3.863485853089471
2015-04-01,23.345114732990794,-22.241174935228262
2015-05-01,-132.7269166604217,-60.8620555388367
2015-07-01,-351.644027469355,-90.90416198237162
2015-08-01,-369.7688358851414,-94.38151740689487
2016-01-01,-61.1491410796188,-93.07636097639467
2016-02-01,-116.20932835952036,-111.7664711855999
2016-03-01,-171.58663954215697,-122.14223552696407
2016-05-01,-219.22477759692424,-132.03932347967122
2016-06-01,-212.63599512134397,-158.41461300160518
2016-07-01,169.75243312695767,-136.19975889414238
2016-12-01,235.0785997865805,-99.26236411860219
2017-01-01,-247.79030892028757,-81.95002718902154
2017-03-01,-133.2892388622919,-80.20778808391725
2017-04-01,-105.31702865220198,-96.81289877894201
2017-05-01,-475.6056804455631,-106.82920176477147
2018-11-01,-62.85092407233846,-92.73364632187818
2018-12-01,110.41729619688076,-105.93106385247455
2019-01-01,163.91123900492957,-140.10328582968185
2019-02-01,-93.56021999316442,-123.15186260627397
2019-03-01,-387.4530785774789,-107.23721123566685
2019-04-01,-349.43671641270737,-93.8518333906874
2019-05-01,-29.393774363731158,-37.70768207722528
2019-06-01,-1.813994770795212,-19.647646345523682
2019-07-01,-209.16028591711435,-24.836171206478998
2019-08-01,-27.421807015984974,-55.65212095043208
2019-09-01,73.60122895560053,-70.00952230196224
2019-10-01,68.69288333253088,-39.81094124723403
2019-11-01,254.26828662944442,2.4501027024432878
2019-12-01,171.92954043978233,3.98510149653974
2020-01-01,42.96647300446163,-1.5357865223143163
2020-02-01,-236.69610766646034,17.044344748427832
2020-03-01,-280.2064375630566,21.478840350296476
2020-04-01,5.128475133987936,33.31288592432335
2020-05-01,199.95685493309767,31.414052145750773
2020-06-01,-9.438790040477269,0.999303751487553
2020-07-01,-73.58553901589795,-28.946063896226722
2020-08-01,32.381420602533574,-40.13580578596991
2020-09-01,30.22663580830737,-11.483007302811384
2020-10-01,227.44382141795,17.00100309244451
2020-11-01,44.008044211087274,16.798970356595696
2020-12-01,-141.12344249597743,3.4494243677001846
2021-01-01,-217.36023898050325,15.307437452520787
2021-02-01,-102.50017156219971,21.164315751091802
2021-03-01,135.7902726146004,19.77478365650338
2021-04-01,90.08569757526996,12.351990660962079
2021-05-01,2.5020495679533408,-21.618740305483097
2021-06-01,26.41275707745606,-19.705681880595314
2021-07-01,144.71538006219058,-4.044784306309477
2021-08-01,2.553878865525224,3.4304563357478126
2021-09-01,14.317503372884126,2.5446341956246856
2021-10-01,-66.26967313372957,-20.173169912975958
2021-11-01,-214.1756811458373,-38.702476762095976
2021-12-01,68.87780373462846,-45.19237225576937
2022-01-01,62.46822596973847,-37.410242274391216
2022-02-01,-120.18211063375847,-18.12698032831593
2022-03-01,-114.01585938380036,-16.01516914483131
2022-04-01,-159.54118079720794,-36.35947715652143
2022-05-01,-150.79529146329025,-24.891089486703173
2022-06-01,-81.86659184980086,0.7161714737864807
2022-07-01,127.58044683537204,-2.222454640474465
2022-08-01,395.39778536116927,-8.159804477493582
2022-09-01,30.007424250825316,-6.697715069884397
2022-10-01,-250.15850077908738,-6.027541243090757
2022-11-01,82.81936657390776,-6.329662634970851
2022-12-01,118.71871134052817,-12.68789795923184
2023-01-01,30.675664249236164,-22.783813119804904
2023-02-01,-14.717321911510053,-44.80415363082408
2023-03-01,-101.17494833483906,-66.13131890500169
2023-04-01,-105.30359963548304,-49.10136119712085
2023-05-01,-163.46875889164917,-18.323295538229807
2023-06-01,-233.4523506786831,-10.550539934753372
2023-07-01,-213.1134889372507,-13.696356623353818
2023-08-01,-158.68397980787714,-25.31228613423968
2023-09-01,118.14463679686014,-44.11134007810634
2023-10-01,251.39687445327635,-40.573052476994526
2023-11-01,149.9563527864962,-31.10271897746355
2023-12-01,183.86518941910137,-1.5840517385030244
2024-01-01,77.82309438872238,35.689080598211476
2024-02-01,-120.33141939228004,44.96946653475048
2024-03-01,-259.1050231817766,57.33470786910257
2024-04-01,-55.17720952038558,59.526413230438784
2024-05-01,17.810735858419722,50.32703503851043
2024-06-01,220.27391521483764,33.73832235756039
2024-07-01,251.09836969860532,-0.14007824937885532
2024-08-01,-92.46847176224362,-21.255564888196457
2024-09-01,2.0641575387001296,0.5692765384359115
2024-10-01,146.63680649423085,11.6922521100417
2024-11-01,131.80495795820786,-4.4946261981736635
2024-12-01,-65.69691206585438,15.911331089254933
2025-01-01,-256.55401847110886,9.869318910640764
2025-02-01,-196.67823191590645,-15.60301434349565
2025-03-01,163.39151915394075,-0.278055689871911
2025-04-01,-114.50634075090133,-0.9696018288774901
2025-05-01,-265.6066275271853,-25.591289463294007
2025-06-01,283.0881805949915,-30.841464127604183
2025-07-01,141.72775689285345,-15.167109371617633
2025-08-01,-80.04196260516805,-10.403045007135697
2025-09-01,106.75599073486497,5.119887235261866
2025-10-01,-6.925942268372398,-9.268442939163487
2025-11-01,-173.44513275318388,1.2553468420102973
2025-12-01,63.55268732217559,30.906677327476473
2026-01-01,138.06969976197075,-0.6160105809629073
2026-02-01,-194.6211817328437,-20.950834505793814
