mascon_id,lat,lon,nl_frac,tws_trend,tws_p,reservoir_trend,soilmoisture_trend,residual_trend,residual_p,sm_std_mm
3149,27.0,-100.6875,0.4819985060989988,-11.944627802397997,7.856988534742703e-09,-0.025845623514145384,-2.708369441373283,-10.285445446845621,9.29645621789687e-06,15.468138694763184
3145,28.0,-100.50473190000002,0.0855339541546766,-15.571662239175875,1.0131830892459311e-09,-6.193100007681966,-2.511540915563101,-8.798628436463252,0.0008612274234508578,17.86751365661621
3153,26.0,-98.63777090000002,0.3175333258944128,-7.467166529639428,0.00019528647470838157,0.2084958375840894,0.04323235411766313,-7.763063048395114,2.0271410074850805e-05,15.502544403076172
3152,26.0,-99.752322,0.9684034157614404,-7.657256875320671,3.211495079929989e-05,-3.040457010511028,-0.1283914256235306,-5.069067646462158,0.06835697977549143,14.475079536437988
3150,27.0,-99.5625,0.4276917134239177,-13.03432445206099,7.420476609104846e-09,-8.158189540193122,-1.3336407262934205,-4.3772269471628364,0.046534370454470814,13.991570472717285
3154,25.0,-99.9386503,0.913246519338655,-4.369789760287036,0.006511332317938093,-1.0118743108079116,-1.823386484657171,-2.184128386718506,0.4365475340789931,24.466514587402344
3245,23.0,-98.42900300000002,0.0,-3.4417986307016313,0.18023344628510457,-1.966419815314945,-0.19308712476448386,-0.6633386820246886,0.7885137675142687,33.79487991333008
3242,24.0,-99.02735560000002,0.0151185538179706,-1.8490452313917278,0.2888802278113076,-25.980321318704036,-1.0896242584834344,25.014991973155457,0.2434455710788094,25.17729377746582
