mascon_id,lat_center,lon_center,lon_center_0_360,lat_span_deg,lon_span_deg,area_km2,gsfc_location_code,gsfc_basin_code,country_of_center,frac_area_land,frac_area_arabian_peninsula,on_arabian_peninsula,leakage_2sigma_cm,leakage_trend_uncert_cm_per_yr,mean_noise_2sigma_cm,series_std_cm,signal_variance_cm2,noise_variance_cm2,variance_snr,n_months_observed,trend_cm_per_yr,trend_p_value,significant_decline,trend_leakage_uncert_cm_per_yr,trend_grace_only_cm_per_yr,trend_gracefo_only_cm_per_yr,p_grace_only,p_gracefo_only,intermission_step_cm,intermission_step_se_cm,intermission_step_p,trend_with_step_term_cm_per_yr,annual_amplitude_cm,semiannual_amplitude_cm,residual_sd_cm,noise_sd_cm,residual_over_noise_sd,residual_lag1_autocorr,chirps_mean_annual_precip_mm,chirps_annual_cv,chirps_cells,precip_adjusted_trend_cm_per_yr,precip_adjusted_p_value,fraction_unexplained_by_precip,precip_explained_trend_cm_per_yr
9128,32.0,47.80327869999999,47.8032787,1.0,1.1803279,12380.52,80,6004,Iran,1.0,0.0,False,2.0993641890548305,-0.0837127008256228,2.080162405328824,7.26940159497186,52.84419954897943,1.1196610991868925,46.19660224630055,254,-0.3627824751531951,0.0156475090543381,True,0.0837127008256228,-0.7855177762809085,-1.4462802393345715,0.0086693801625696,0.002862771006895,8.84990089447688,0.9591943161493612,1.2971014097398119e-17,-0.8708479487649647,7.536124711365255,0.2839764477802458,4.256891617416784,1.0400812026644115,4.092845449481981,0.8509662471478986,,,0,,,,
9129,32.0,48.9836066,48.9836066,1.0,1.1803279,12380.52,80,6004,Iran,1.0,0.0,False,2.6030841128739723,-0.1276985786549345,2.18976257374879,7.884678606272081,62.16815672420464,1.2407553625276837,49.10508807921235,254,-0.2006119689594019,0.2347408346647325,False,0.1276985786549345,-0.8954945300078272,-0.6763581766129563,0.0137595979994222,0.1626966190221799,11.574087481459232,1.021264989690324,3.0009082170036625e-24,-0.8650707361261087,8.60594724971328,0.4246668268915977,4.818839571164826,1.0948812868743951,4.401243887290627,0.8682956848343681,,,0,,,,
9130,32.0,50.16393440000002,50.1639344,1.0,1.1803279,12380.52,80,6004,Iran,1.0,0.0,False,2.5764430838252763,-0.2585426724725859,2.0746971575248683,8.021886508882508,64.3506631613912,1.1137854168143444,56.776535937638094,254,-0.0491101837727612,0.8019413631721837,False,0.2585426724725859,-0.9495650134425055,0.2010239955501696,0.011934994690417,0.6535555376774371,12.99475390512833,1.0477934596158347,8.821164393413145e-28,-0.7951282325621856,8.703802826087955,0.681181173308781,5.1083350221569,1.0373485787624337,4.924415116325884,0.8929080533500603,,,0,,,,
9131,32.0,51.3442623,51.3442623,1.0,1.1803279,12380.52,80,6004,Iran,1.0,0.0,False,2.061217747721215,-0.4103771630590142,1.9771964957768235,7.437516483415579,55.31665144107845,1.0115602789481437,53.68448355702407,254,-0.0521058446868822,0.7832232931528857,False,0.4103771630590142,-0.9758473433063832,0.7199940867839525,0.0019271220900964,0.0326047289647545,12.153891858855598,1.0007167295418875,6.3301226792344575e-27,-0.7498507004907973,7.931182409517254,0.7459452084251793,4.840298096112737,0.988598247888412,4.896122470833153,0.8965364814748219,,,0,,,,
9136,31.0,48.506493500000005,48.5064935,1.0,1.1688312,12393.06,80,6004,Iran,0.9984857932090722,0.0,False,2.231559240844613,-0.3036098647427827,1.8870410160995343,6.149224251672076,37.81295889735201,0.9214139503499852,40.0379709174029,254,-0.115397689521008,0.2957059336888845,False,0.3036098647427827,-0.5026508301540336,-0.811551578943853,0.0181407466151377,0.0651821374832616,7.480563293123831,0.8715149057061892,1.042144069555549e-15,-0.5448506266466318,6.760610494240596,0.3056091797858757,3.800507690248017,0.9435205080497668,4.028007507863895,0.8217372921925584,156.61956733611686,0.2887149316450818,4,-0.0070087192215662,0.9466695575825166,0.0607353513805868,-0.1083889702994417
9392,31.0,49.6753247,49.6753247,1.0,1.1688312,12393.06,80,6010,Iran,0.9994211606340424,0.0,False,2.732338451294168,-0.1810769485092297,2.089062654285861,7.337919770598168,53.84506655973546,1.1292628315796396,46.681607021826544,254,-0.1899888334153612,0.1969297444772318,False,0.1810769485092297,-0.8439087857818626,-0.2913781278250629,0.0056419484991283,0.5480505862870155,10.16287419458012,0.9941567739667412,1.0978948522107521e-20,-0.7734310157056292,7.952409644845105,0.2910019788082618,4.538924614720598,1.044531327142931,4.345417410443548,0.8495558661934438,292.5657878469307,0.2582800773935318,6,-0.1334500446030878,0.4795789558054604,0.702409937490031,-0.0565387888122734
9393,31.0,50.84415580000001,50.8441558,1.0,1.1688312,12393.06,80,6010,Iran,1.0,0.0,False,2.378342301611462,-0.1113807862564606,1.9645459852316425,8.083903461277206,65.3494951712496,0.9986573470757394,64.43735482706404,254,-0.373427747514234,0.0523295987768916,False,0.1113807862564606,-1.207151228422684,0.0464774826066265,0.0006604390267846,0.9220432839919818,11.66423545028009,1.0277434541253248,2.6554540625025092e-24,-1.043061834836524,8.362293244688125,0.460247194044291,4.851791818360671,0.9822729926158208,4.939351743185173,0.8804876862126676,412.1253353432985,0.2766939864731956,4,-0.4623963444094323,0.014917523408357,1.2382484898013828,0.0889685968951983
9395,30.0,50.3536977,50.3536977,1.0,1.1575563,12401.62,80,6010,Iran,0.7001786578401242,0.0,False,2.3540251341724456,-0.0412773595197245,2.2132174807954303,7.358746896894054,54.15115589254788,1.2674775826792324,41.72356105745202,254,-0.5081045617972624,0.0004875797928569,True,0.0412773595197245,-1.184906206908563,-0.3319037194487881,2.7938653854172143e-05,0.3812334943182074,9.900192018420537,0.9258883056814752,3.5307998233615782e-22,-1.0764663781228467,6.7931333460396734,0.2815324680863074,4.285944524534684,1.1066087403977158,3.873044164637912,0.8214798693972853,331.9120625934254,0.2817420255748241,4,-0.4075878369366712,0.0185748493789437,0.8021731501385376,-0.1005167248605911
9396,30.0,51.51125400000001,51.511254,1.0,1.1575563,12401.62,80,6010,Iran,1.0,0.0,False,2.038804608274816,0.2482023409663644,2.0955630337046656,9.815206313140571,96.33827496951452,1.1363014500797115,83.78232159499258,254,-1.0007467999700133,1.472911204965413e-06,True,0.2482023409663644,-1.7523233296593066,-0.615784763343397,3.528341487161573e-07,0.1060669853263194,10.523311524402809,0.9279341746176945,2.836686412883652e-24,-1.6048813905558357,7.287599274740739,0.3325906271810397,4.379448258648937,1.047781516852333,4.179734217688195,0.8439160484470647,347.7814068443452,0.2471445206273826,4,-1.0154821096270812,1.8690621022907966e-05,1.0147243135401576,0.0147353096570679
9397,29.0,51.0191083,51.0191083,1.0,1.1464968,12406.28,80,6010,Iran,0.6448086864128133,0.0,False,2.3221020087511404,0.1528719958547941,2.490503103882094,8.448868737978854,71.38338295159639,1.6049676311063652,43.47652498909845,254,-0.9094392084038274,4.272737532690172e-10,True,0.1528719958547941,-1.5716199909335096,-0.6228511548795894,7.907669202287668e-09,0.0208695982084105,9.427181010369662,0.8352496818356173,4.252447786030072e-24,-1.450645854892544,5.289990043944488,0.3729945652646435,3.935610316609188,1.2452515519410463,3.1604942073547484,0.7687713102435071,237.58511206872453,0.2850480198501849,4,-0.6467316630344323,1.9110902498984897e-12,0.7111323737289954,-0.2627075453693951
