mascon_id,lat_center,lon_center,lon_center_0_360,lat_span_deg,lon_span_deg,area_km2,gsfc_location_code,gsfc_basin_code,country_of_center,frac_area_land,frac_area_arabian_peninsula,on_arabian_peninsula,leakage_2sigma_cm,leakage_trend_uncert_cm_per_yr,mean_noise_2sigma_cm,series_std_cm,signal_variance_cm2,noise_variance_cm2,variance_snr,n_months_observed,tws_trend_cm_per_yr,tws_p_value,gws_trend_cm_per_yr,gws_p_value,gws_significant_decline,gws_trend_noah_cm_per_yr,nongw_trend_noah_cm_per_yr,gws_trend_vic_cm_per_yr,nongw_trend_vic_cm_per_yr,gws_trend_clsm_cm_per_yr,nongw_trend_clsm_cm_per_yr,gws_model_spread_cm_per_yr,gws_mean_ensemble_spread_cm,n_models,gws_precip_adjusted_trend_cm_per_yr,gws_fraction_unexplained_by_precip
9144,28.0,44.8580442,44.8580442,1.0,1.1356467,12407.1,80,6004,Saudi Arabia,1.0,1.0,True,1.6047757475172115,0.1004417929131829,1.5569044613261949,8.253572746686041,68.12146308483857,0.6272144129754869,107.60953076902734,254,-1.121242119700052,3.6932266281984363e-65,-1.3206100641086558,1.5073421287504578e-46,True,-1.1223107021076748,0.0010685824076216432,-1.708858755051962,0.5876166353519106,-1.1306607351663318,0.009418615466279978,0.5865480529442872,4.8093941194405465,3,-1.402039604200155,1.0616605478820578
9152,32.0,37.18032790000001,37.1803279,1.0,1.1803279,12380.52,80,6005,Jordan,1.0,0.0652039512481855,False,1.5259002339486378,0.0329818762822291,1.751839148993154,8.19697626882536,67.19041995168611,0.7941098048245699,83.61099402560508,254,-1.090922276513973,8.580921595551934e-37,-1.1244083334211068,4.242158242513919e-55,True,-0.9971230898847527,-0.0937991866292196,-1.2863513571116991,0.19542908059772646,-1.0897505532668688,-0.0011717232471034067,0.2892282672269464,2.316656752154208,3,-1.1418927154290723,1.0155498509645227
9153,32.0,38.3606557,38.3606557,1.0,1.1803279,12380.52,80,6005,Jordan,1.0,0.3455307005826029,False,1.4676250774238522,-0.0745312201045011,1.6508239697180729,7.573825801853762,57.362837276825786,0.7051696878898096,80.34614726347874,254,-1.002389196915307,1.4375859805263042e-26,-1.03113085789362,1.2277028149156888e-36,True,-1.0738996504500848,0.07151045353477781,-1.0152924372773515,0.01290324036204421,-1.0042004859534237,0.0018112890381164204,0.06969916449666114,1.0118432829906117,3,-1.0383952145001667,1.0070450385137208
9154,31.0,36.81818179999999,36.8181818,1.0,1.1688312,12393.06,80,6005,Jordan,1.0,0.081322266905655,False,1.3827262486323642,0.4853213904197236,1.7574515123302428,11.351934967667011,128.86642751014102,0.7992061310821148,160.24304168645145,254,-1.5520589273323524,2.1657320344985908e-58,-1.5644047817118842,5.374867629424852e-80,True,-1.6202591038005285,0.06820017646817567,-1.5214631761623663,-0.030595751169985363,-1.5514920651727548,-0.0005668621595976142,0.09879592763816225,1.127594586543317,3,-1.5918816567125034,1.0175637886829725
9155,31.0,37.98701299999999,37.987013,1.0,1.1688312,12393.06,80,6005,Saudi Arabia,1.0,0.8554131293517118,True,1.3514928088451477,0.4488660476985388,1.6367150084546618,11.357935439824931,129.0026974552312,0.6931675653889241,185.1060786692321,254,-1.5514437709909843,3.513914700502075e-48,-1.6451969131934534,6.34584527315966e-66,True,-1.8161454951975142,0.2647017242065297,-1.565768516701381,0.014324745710396325,-1.5536767276814663,0.0022329566904824016,0.262468767516048,1.855749818143313,3,-1.6458512695164293,1.0003977373879858
9156,31.0,39.15584419999999,39.1558442,1.0,1.1688312,12393.06,80,6005,Saudi Arabia,1.0,1.0,True,1.3457972411397896,0.2236273721073909,1.5275614114455496,9.815547957664148,96.34498170920484,0.6037949288320834,158.56573516701158,254,-1.3294027198170992,2.4011041871068634e-33,-1.4338829389407723,1.0004233248966657e-41,True,-1.6097616237327363,0.28035890391563584,-1.3606653136098366,0.0312625937927368,-1.3312218794797457,0.0018191596626464523,0.27853974425299066,1.8698462019688527,3,-1.4465555960976118,1.0088379998204045
9157,30.0,36.4630225,36.4630225,1.0,1.1575563,12401.62,80,6005,Jordan,1.0,0.1441930452964214,False,1.513659577750327,0.653725198247269,1.8481847575409909,12.52706659990996,156.92739759857972,0.8838587622658525,176.54804760466712,254,-1.7234677744597864,5.351746641584889e-90,-1.8121473821724994,3.626410871304523e-110,True,-1.9030088279489712,0.17954105348918414,-1.8081401170849476,0.08467234262516099,-1.7252932014835805,0.001825427023794568,0.17771562646539074,1.3928787682118342,3,-1.8145715560723847,1.001337735508565
9158,30.0,37.6205788,37.6205788,1.0,1.1575563,12401.62,80,6005,Saudi Arabia,1.0,0.7218312763440606,True,1.3348564881414078,0.7462067658282524,1.6584703378427317,13.562153639797565,183.93201134947435,0.7117172963074303,257.4340893550856,254,-1.8686107204998637,4.8724690920602505e-82,-1.9568282526339877,5.023055260212966e-99,True,-2.1123703310652693,0.24375961056540502,-1.8853421303202076,0.01673140982034335,-1.8727722965164875,0.004161576016623203,0.2395980345487818,1.6726344548966352,3,-1.9575585343417237,1.000373196629164
9159,30.0,38.77813499999999,38.778135,1.0,1.1575563,12401.62,80,6005,Saudi Arabia,1.0,1.0,True,1.3700115138210889,0.6425106834718392,1.5839427024213018,12.99974209939394,168.99329465075522,0.6491888290490073,259.31454499658054,254,-1.7871214234069095,8.346434173312378e-66,-1.9143463018286293,3.9994552659091633e-81,True,-2.0748171629558714,0.2876957395489631,-1.8763260456259618,0.08920462221905404,-1.791895696904053,0.004774273497144932,0.28292146605181845,1.935223300618566,3,-1.9366611924992618,1.0116566635040467
9160,29.0,37.2611465,37.2611465,1.0,1.1464968,12406.28,80,6005,Saudi Arabia,1.0,1.0,True,1.3837977967957849,0.6054096664347705,1.6876101331844595,12.59007414013128,158.5099668540024,0.736947164511612,214.09000168153136,254,-1.7339838875491163,9.510223315599372e-111,-1.8546484741232196,1.5751403512560158e-116,True,-1.9873104252838885,0.25332653773477215,-1.8343568261483374,0.1003729385992218,-1.7422781709374338,0.008294283388318335,0.2450322543464547,1.8193935058676975,3,-1.8521858321501785,0.9986721785786359
