lat_center,lon_center,lat_span,lon_span,area_km2,location,mascon_id,lon_180,lat_min,lat_max,lon_min,lon_max
27.0,62.4375,1.0,1.125,12404.16,80.0,9505,62.4375,26.5,27.5,61.875,63.0
27.0,63.5625,1.0,1.125,12404.16,80.0,9506,63.5625,26.5,27.5,63.0,64.125
33.0,61.5946844,1.0,1.1960133,12405.01,80.0,9512,61.594684400000006,32.5,33.5,60.99667775,62.19269105000001
33.0,62.7906977,1.0,1.1960133,12405.01,80.0,9513,62.79069770000001,32.5,33.5,62.19269105000001,63.38870435000001
33.0,63.986711,1.0,1.1960133,12405.01,80.0,9514,63.986711000000014,32.5,33.5,63.38870435000001,64.58471765000002
32.0,60.7868852,1.0,1.1803279,12380.52,80.0,9519,60.7868852,31.5,32.5,60.19672125,61.37704915
32.0,61.9672131,1.0,1.1803279,12380.52,80.0,9520,61.96721310000001,31.5,32.5,61.37704915000001,62.55737705000001
32.0,63.147541,1.0,1.1803279,12380.52,80.0,9521,63.14754099999999,31.5,32.5,62.55737704999999,63.73770494999999
32.0,64.3278689,1.0,1.1803279,12380.52,80.0,9522,64.3278689,31.5,32.5,63.73770495,64.91803285
31.0,60.1948052,1.0,1.1688312,12393.06,80.0,9526,60.19480519999999,30.5,31.5,59.61038959999999,60.77922079999999
31.0,61.3636364,1.0,1.1688312,12393.06,80.0,9527,61.36363639999999,30.5,31.5,60.77922079999999,61.94805199999999
31.0,62.5324675,1.0,1.1688312,12393.06,80.0,9528,62.532467499999996,30.5,31.5,61.948051899999996,63.116883099999995
31.0,63.7012987,1.0,1.1688312,12393.06,80.0,9529,63.701298699999995,30.5,31.5,63.116883099999995,64.2857143
30.0,60.7717042,1.0,1.1575563,12401.62,80.0,9533,60.77170419999999,29.5,30.5,60.19292604999999,61.350482349999986
30.0,61.9292605,1.0,1.1575563,12401.62,80.0,9534,61.9292605,29.5,30.5,61.35048235,62.508038649999996
30.0,63.0868167,1.0,1.1575563,12401.62,80.0,9535,63.086816699999986,29.5,30.5,62.50803854999999,63.665594849999984
41.0,53.800738,1.0,1.3284133,12387.74,80.0,9558,53.800737999999996,40.5,41.5,53.13653135,54.46494464999999
41.0,55.1291513,1.0,1.3284133,12387.74,80.0,9559,55.12915129999999,40.5,41.5,54.46494464999999,55.79335794999999
41.0,56.4575646,1.0,1.3284133,12387.74,80.0,9560,56.45756460000001,40.5,41.5,55.793357950000015,57.12177125000001
41.0,57.7859779,1.0,1.3284133,12387.74,80.0,9561,57.785977900000006,40.5,41.5,57.12177125000001,58.45018455
41.0,59.1143911,1.0,1.3284133,12387.74,80.0,9562,59.114391100000006,40.5,41.5,58.45018445000001,59.77859775
41.0,60.4428044,1.0,1.3284133,12387.74,80.0,9563,60.4428044,40.5,41.5,59.77859775,61.10701105
40.0,54.3272727,1.0,1.3090909,12392.33,80.0,9564,54.32727270000001,39.5,40.5,53.67272725000001,54.98181815000001
40.0,55.6363636,1.0,1.3090909,12392.33,80.0,9565,55.63636360000001,39.5,40.5,54.98181815000001,56.29090905000001
40.0,56.9454545,1.0,1.3090909,12392.33,80.0,9566,56.94545449999998,39.5,40.5,56.29090904999998,57.59999994999998
40.0,58.2545455,1.0,1.3090909,12392.33,80.0,9567,58.254545500000006,39.5,40.5,57.600000050000006,58.90909095000001
40.0,59.5636364,1.0,1.3090909,12392.33,80.0,9568,59.56363640000001,39.5,40.5,58.90909095000001,60.21818185000001
40.0,60.8727273,1.0,1.3090909,12392.33,80.0,9569,60.87272730000001,39.5,40.5,60.21818185000001,61.52727275000001
40.0,62.1818182,1.0,1.3090909,12392.33,80.0,9570,62.18181820000001,39.5,40.5,61.52727275000001,62.83636365000001
39.0,54.8387097,1.0,1.2903226,12393.11,80.0,9571,54.83870970000001,38.5,39.5,54.19354840000001,55.48387100000001
39.0,56.1290323,1.0,1.2903226,12393.11,80.0,9572,56.129032300000006,38.5,39.5,55.48387100000001,56.774193600000004
39.0,57.4193548,1.0,1.2903226,12393.11,80.0,9573,57.41935480000001,38.5,39.5,56.77419350000001,58.064516100000006
39.0,58.7096774,1.0,1.2903226,12393.11,80.0,9574,58.709677400000004,38.5,39.5,58.064516100000006,59.3548387
39.0,60.0,1.0,1.2903226,12393.11,80.0,9575,60.0,38.5,39.5,59.3548387,60.6451613
39.0,61.2903226,1.0,1.2903226,12393.11,80.0,9576,61.290322599999996,38.5,39.5,60.6451613,61.935483899999994
39.0,62.5806452,1.0,1.2903226,12393.11,80.0,9577,62.58064519999999,38.5,39.5,61.935483899999994,63.22580649999999
38.0,55.335689,1.0,1.2720848,12390.17,80.0,9578,55.335689,37.5,38.5,54.6996466,55.9717314
38.0,56.6077739,1.0,1.2720848,12390.17,80.0,9579,56.607773899999984,37.5,38.5,55.97173149999998,57.243816299999985
38.0,57.8798587,1.0,1.2720848,12390.17,80.0,9580,57.8798587,37.5,38.5,57.2438163,58.5159011
38.0,59.1519435,1.0,1.2720848,12390.17,80.0,9581,59.151943500000016,37.5,38.5,58.515901100000015,59.78798590000002
38.0,60.4240283,1.0,1.2720848,12390.17,80.0,9582,60.4240283,37.5,38.5,59.7879859,61.060070700000004
38.0,61.6961131,1.0,1.2720848,12390.17,80.0,9583,61.69611309999999,37.5,38.5,61.06007069999999,62.33215549999999
38.0,62.9681979,1.0,1.2720848,12390.17,80.0,9584,62.96819790000001,37.5,38.5,62.332155500000006,63.60424030000001
37.0,54.5644599,1.0,1.2543554,12383.61,80.0,9585,54.5644599,36.5,37.5,53.937282200000006,55.1916376
37.0,58.3275261,1.0,1.2543554,12383.61,80.0,9586,58.3275261,36.5,37.5,57.7003484,58.9547038
37.0,59.5818815,1.0,1.2543554,12383.61,80.0,9587,59.58188150000001,36.5,37.5,58.95470380000001,60.209059200000006
37.0,60.8362369,1.0,1.2543554,12383.61,80.0,9588,60.83623690000002,36.5,37.5,60.20905920000002,61.463414600000014
37.0,62.0905923,1.0,1.2543554,12383.61,80.0,9589,62.0905923,36.5,37.5,61.4634146,62.717769999999994
37.0,63.3449477,1.0,1.2543554,12383.61,80.0,9590,63.344947700000006,36.5,37.5,62.71777000000001,63.9721254
36.0,60.0,1.0,1.2371134,12373.54,80.0,9591,60.0,35.5,36.5,59.3814433,60.6185567
36.0,61.2371134,1.0,1.2371134,12373.54,80.0,9592,61.2371134,35.5,36.5,60.6185567,61.8556701
36.0,62.4742268,1.0,1.2371134,12373.54,80.0,9593,62.4742268,35.5,36.5,61.8556701,63.092783499999996
36.0,63.7113402,1.0,1.2371134,12373.54,80.0,9594,63.711340199999995,35.5,36.5,63.092783499999996,64.3298969
35.0,60.6122449,1.0,1.2244898,12402.09,80.0,9595,60.61224490000001,34.5,35.5,60.00000000000001,61.22448980000001
35.0,61.8367347,1.0,1.2244898,12402.09,80.0,9596,61.836734699999994,34.5,35.5,61.22448979999999,62.448979599999994
35.0,63.0612245,1.0,1.2244898,12402.09,80.0,9597,63.06122450000001,34.5,35.5,62.44897960000001,63.67346940000001
35.0,64.2857143,1.0,1.2244898,12402.09,80.0,9598,64.2857143,34.5,35.5,63.673469399999995,64.89795919999999
34.0,58.590604,1.0,1.2080537,12384.63,80.0,9600,58.590603999999985,33.5,34.5,57.98657714999999,59.19463084999998
34.0,59.7986577,1.0,1.2080537,12384.63,80.0,9601,59.79865770000001,33.5,34.5,59.19463085000001,60.402684550000004
34.0,61.0067114,1.0,1.2080537,12384.63,80.0,9602,61.0067114,33.5,34.5,60.402684550000004,61.61073825
34.0,62.2147651,1.0,1.2080537,12384.63,80.0,9603,62.214765099999994,33.5,34.5,61.61073825,62.81879194999999
34.0,63.4228188,1.0,1.2080537,12384.63,80.0,9604,63.422818800000016,33.5,34.5,62.81879195000002,64.02684565000001
33.0,59.2026578,1.0,1.1960133,12405.01,80.0,9605,59.2026578,32.5,33.5,58.604651149999995,59.80066445
33.0,60.3986711,1.0,1.1960133,12405.01,80.0,9606,60.3986711,32.5,33.5,59.80066445,60.99667775
41.0,61.7712177,1.0,1.3284133,12387.74,80.0,9630,61.771217699999994,40.5,41.5,61.10701105,62.43542434999999
41.0,63.099631,1.0,1.3284133,12387.74,80.0,9631,63.09963099999999,40.5,41.5,62.43542434999999,63.763837649999985
41.0,64.4280443,1.0,1.3284133,12387.74,80.0,9632,64.42804430000001,40.5,41.5,63.76383765000001,65.09225095000001
40.0,63.4909091,1.0,1.3090909,12392.33,80.0,9634,63.49090910000001,39.5,40.5,62.83636365000001,64.14545455000001
39.0,63.8709677,1.0,1.2903226,12393.11,80.0,9637,63.870967699999994,38.5,39.5,63.225806399999996,64.51612899999999
38.0,64.2402827,1.0,1.2720848,12390.17,80.0,9645,64.2402827,37.5,38.5,63.604240299999994,64.87632509999999
